Province,District,Sector,Cell,Village
SOUTHERN PROVINCE,Huye,Rusatira,Gafumba,Mubuga
SOUTHERN PROVINCE,Huye,Rusatira,Gafumba,Ruvugizo
SOUTHERN PROVINCE,Huye,Rusatira,Kimirehe,Kagasa
SOUTHERN PROVINCE,Huye,Rusatira,Kimirehe,Kavumu
SOUTHERN PROVINCE,Huye,Rusatira,Kimirehe,Kigarama
SOUTHERN PROVINCE,Huye,Rusatira,Kimirehe,Ndyome
SOUTHERN PROVINCE,Huye,Rusatira,Kimirehe,Nyakabuye
SOUTHERN PROVINCE,Huye,Rusatira,Kimirehe,Rubanga
SOUTHERN PROVINCE,Huye,Rusatira,Kimuna,Kamabuye
SOUTHERN PROVINCE,Huye,Rusatira,Kimuna,Kimigo
SOUTHERN PROVINCE,Huye,Rusatira,Kimuna,Murambi
SOUTHERN PROVINCE,Huye,Rusatira,Kimuna,Nyabusunzu
SOUTHERN PROVINCE,Huye,Rusatira,Kimuna,Rwamuganda
SOUTHERN PROVINCE,Huye,Rusatira,Kiruhura,Agasharu
SOUTHERN PROVINCE,Huye,Rusatira,Kiruhura,Impinga
SOUTHERN PROVINCE,Huye,Rusatira,Kiruhura,Nyagasozi
SOUTHERN PROVINCE,Huye,Rusatira,Kiruhura,Nyarucyamu
SOUTHERN PROVINCE,Huye,Rusatira,Kiruhura,Nyarugenge
SOUTHERN PROVINCE,Huye,Rusatira,Kiruhura,Rubona
SOUTHERN PROVINCE,Huye,Rusatira,Kiruhura,Tumba
SOUTHERN PROVINCE,Huye,Rusatira,Mugogwe,Gicubuka
SOUTHERN PROVINCE,Huye,Rwaniro,Gatwaro,Amarongi
SOUTHERN PROVINCE,Huye,Rwaniro,Gatwaro,Gatwaro
SOUTHERN PROVINCE,Huye,Rwaniro,Gatwaro,Nyakabuye
SOUTHERN PROVINCE,Huye,Rwaniro,Gatwaro,Rumana
SOUTHERN PROVINCE,Huye,Rwaniro,Kamwambi,Gakomeye
SOUTHERN PROVINCE,Huye,Rwaniro,Kamwambi,Kamwambi
SOUTHERN PROVINCE,Huye,Rwaniro,Kamwambi,Karambo
SOUTHERN PROVINCE,Huye,Rwaniro,Kamwambi,Remera
SOUTHERN PROVINCE,Huye,Rwaniro,Kamwambi,Rurembo
SOUTHERN PROVINCE,Huye,Rwaniro,Kibiraro,Murehe
SOUTHERN PROVINCE,Huye,Rwaniro,Kibiraro,Nyabisindu
SOUTHERN PROVINCE,Huye,Rwaniro,Kibiraro,Gafurwe
SOUTHERN PROVINCE,Huye,Rwaniro,Kibiraro,Nyarunyinya
SOUTHERN PROVINCE,Huye,Rwaniro,Mwendo,Murango
SOUTHERN PROVINCE,Huye,Rwaniro,Nyamabuye,Bweramana
SOUTHERN PROVINCE,Huye,Rwaniro,Nyamabuye,Kigarama
SOUTHERN PROVINCE,Huye,Rwaniro,Nyamabuye,Munanira
SOUTHERN PROVINCE,Huye,Rwaniro,Nyamabuye,Nyagacyamu
SOUTHERN PROVINCE,Huye,Rwaniro,Nyamabuye,Nyamabuye
SOUTHERN PROVINCE,Huye,Rwaniro,Nyaruhombo,Gasharu
SOUTHERN PROVINCE,Huye,Rwaniro,Nyaruhombo,Kibara
SOUTHERN PROVINCE,Huye,Rwaniro,Nyaruhombo,Kigarama
SOUTHERN PROVINCE,Huye,Rwaniro,Nyaruhombo,Murambi
SOUTHERN PROVINCE,Huye,Rwaniro,Nyaruhombo,Mwezi
SOUTHERN PROVINCE,Huye,Rwaniro,Nyaruhombo,Nyabujengwe
SOUTHERN PROVINCE,Huye,Rwaniro,Nyaruhombo,Rugarama
SOUTHERN PROVINCE,Huye,Rwaniro,Shyunga,Karama
SOUTHERN PROVINCE,Huye,Rwaniro,Shyunga,Karugumya
SOUTHERN PROVINCE,Huye,Rwaniro,Shyunga,Kiboga
SOUTHERN PROVINCE,Huye,Rwaniro,Shyunga,Kigarama
SOUTHERN PROVINCE,Huye,Rwaniro,Shyunga,Rugarama
SOUTHERN PROVINCE,Huye,Simbi,Cyendajuru,Bisambu
SOUTHERN PROVINCE,Huye,Simbi,Cyendajuru,Cyendajuru
SOUTHERN PROVINCE,Huye,Simbi,Cyendajuru,Rugarama
SOUTHERN PROVINCE,Huye,Simbi,Cyendajuru,Rwatsi
SOUTHERN PROVINCE,Huye,Simbi,Kabusanza,Bwiza
SOUTHERN PROVINCE,Huye,Simbi,Kabusanza,Maliza
SOUTHERN PROVINCE,Huye,Simbi,Kabusanza,Muranda
SOUTHERN PROVINCE,Huye,Simbi,Kabusanza,Ndago
SOUTHERN PROVINCE,Huye,Simbi,Kabusanza,Ntobwe
SOUTHERN PROVINCE,Huye,Simbi,Kabusanza,Rusuma
SOUTHERN PROVINCE,Huye,Simbi,Mugobore,Nyamirama
SOUTHERN PROVINCE,Huye,Simbi,Mugobore,Rugarama
SOUTHERN PROVINCE,Huye,Tumba,Cyarwa,Agahora
SOUTHERN PROVINCE,Huye,Tumba,Cyarwa,Agasharu
SOUTHERN PROVINCE,Huye,Tumba,Cyarwa,Agateme
SOUTHERN PROVINCE,Huye,Tumba,Cyarwa,Icyiri
SOUTHERN PROVINCE,Huye,Tumba,Cyarwa,Kabeza
SOUTHERN PROVINCE,Huye,Tumba,Cyarwa,Kigarama
SOUTHERN PROVINCE,Huye,Tumba,Cyarwa,Kigarama
SOUTHERN PROVINCE,Huye,Tumba,Cyarwa,Taba
SOUTHERN PROVINCE,Huye,Tumba,Cyimana,Abizerwa
SOUTHERN PROVINCE,Huye,Tumba,Cyimana,Akamuhoza
SOUTHERN PROVINCE,Huye,Tumba,Cyimana,Amahoro
SOUTHERN PROVINCE,Huye,Tumba,Cyimana,Ubumwe
SOUTHERN PROVINCE,Huye,Tumba,Cyimana,Ubwiyunge
SOUTHERN PROVINCE,Huye,Tumba,Gitwa,Gasenyi
SOUTHERN PROVINCE,Huye,Tumba,Gitwa,Berwa
SOUTHERN PROVINCE,Huye,Tumba,Gitwa,Nyarurembo
SOUTHERN PROVINCE,Huye,Tumba,Gitwa,Rebero
SOUTHERN PROVINCE,Huye,Tumba,Gitwa,Rimba
SOUTHERN PROVINCE,Huye,Tumba,Mpare,Agasharu
SOUTHERN PROVINCE,Huye,Tumba,Mpare,Akabuga
SOUTHERN PROVINCE,Huye,Tumba,Mpare,Akarugiranka
SOUTHERN PROVINCE,Huye,Tumba,Mpare,Kigarama
SOUTHERN PROVINCE,Huye,Tumba,Mpare,Musange
SOUTHERN PROVINCE,Huye,Tumba,Mpare,Runyinya
SOUTHERN PROVINCE,Huye,Tumba,Mpare,Rwanyanza
SOUTHERN PROVINCE,Huye,Tumba,Rango,Akabeza
SOUTHERN PROVINCE,Huye,Tumba,Rango,B
SOUTHERN PROVINCE,Huye,Tumba,Rango,Byimana
SOUTHERN PROVINCE,Huye,Tumba,Rango,Kigarama
SOUTHERN PROVINCE,Huye,Tumba,Rango,Ntangarugero
SOUTHERN PROVINCE,Huye,Tumba,Rango,Urugwiro
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Bushigishigi,Mugote
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Byimana,Gakangaga
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Byimana,Rukeri
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Gifurwe,Gifurwe
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Gifurwe,Nganzo
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Gifurwe,Nyamaberi
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Gifurwe,Ruronzi
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Gifurwe,Uwankiriye
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Munini,Cyinyonza
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Munini,Gitovu
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Munini,Magumira
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Munini,Matsinda
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Munini,Munini
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Munini,Uwinzovu
SOUTHERN PROVINCE,Nyamagabe,Buruhukiro,Rambya,Nkamba
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Gitega,Gitega
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Gitega,Kigarama
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Gitega,Munyereri
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Gitega,Musasa
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Gitega,Rwingoma
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Karama,Karama
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Karama,Munyinya
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Karama,Nyanza
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Kiyumba,Kaviri
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Kiyumba,Nyarucyamu
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Ngoma,Kinga
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Ngoma,Nyamirambo
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Nyanza,Kibingo
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Nyanza,Nyabisindu
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Nyanza,Rugaragara
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Nyanzoga,Karuvenya
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Nyanzoga,Mbeho
SOUTHERN PROVINCE,Nyamagabe,Cyanika,Nyanzoga,Mugari
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Kigeme,Gakoma
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Kigeme,Munombe
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Kigeme,Nyentanga
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Ngiryi,Kitazigurwa
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Ngiryi,Sumba
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nyabivumu,Dusego
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nyabivumu,Gasharu
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nyamugari,Kabacuzi
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nyamugari,Kabajogo
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nyamugari,Karama
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nyamugari,Kigarama
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nyamugari,Nyamugari
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nyamugari,Nyarusange
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nzega,Gasaka
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Nzega,Nzega
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Remera,Murambi
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Remera,Muriro
SOUTHERN PROVINCE,Nyamagabe,Gasaka,Remera,Nyamifumba
SOUTHERN PROVINCE,Nyamagabe,Gatare,Gatare,Gashasha
SOUTHERN PROVINCE,Nyamagabe,Gatare,Gatare,Murembo
SOUTHERN PROVINCE,Nyamagabe,Gatare,Gatare,Rwamakara
SOUTHERN PROVINCE,Nyamagabe,Gatare,Gatare,Uwisuri
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Kavumu,Bamba
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Kavumu,Biziguro
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Kavumu,Gahama
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Kavumu,Gataba
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Kavumu,Gitega
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Kavumu,Kabuga
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Kavumu,Karehe
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Kavumu,Kavumu
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Murambi,Kasemanyana
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Murambi,Kibiraro
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Murambi,Rebero
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Musenyi,Munini
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Musenyi,Nyakirambi
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Nyabisindu,Kabaziro
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Nyabisindu,Kirehe
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Nyabisindu,Kivumu
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Nyamiyaga,Cyugaro
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Nyamiyaga,Gashiru
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Nyamiyaga,Nkomero
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Nyamiyaga,Nyakabingo
SOUTHERN PROVINCE,Nyamagabe,Kaduha,Nyamiyaga,Ruhuha
SOUTHERN PROVINCE,Nyamagabe,Kamegeri,Bwama,Gitwa
SOUTHERN PROVINCE,Nyamagabe,Kamegeri,Kirehe,Ryanyirataba
SOUTHERN PROVINCE,Nyamagabe,Kamegeri,Nyarusiza,Nyarusiza
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Bugarama,Kamina
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Bugarama,Kivumu
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Bugarama,Nyabusozi
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Bugarura,Kasebuturanyi
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Bugarura,Muyange
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Bugarura,Uwinyana
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Gashiha,Muganza
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Gashiha,Nyabubare
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Karambo,Gisoro
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Karambo,Gitwa
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Karambo,Kavumu
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Karambo,Nyamirama
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Karambo,Nyirakiraro
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Ruhunga,Gakoma
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Ruhunga,Nyagishubi
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Uwindekezi,Birembo
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Uwindekezi,Karumbi
SOUTHERN PROVINCE,Nyamagabe,Kibirizi,Uwindekezi,Mugote
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Bwenda,Murwa
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Bwenda,Nyagatovu
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Gakanka,Gikomero
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Gakanka,Nkurubuye
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Kibibi,Gatandaganya
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Kibibi,Kabere
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Kibibi,Kanyege
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Kibibi,Rwezamenyo
SOUTHERN PROVINCE,Nyamagabe,Kibumbwe,Nyakiza,Nyakizu
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Kagano,Bususuruke
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Kagano,Kintobo
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Kagano,Turonzi
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Kagano,Uwabumenyi
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Kagano,Uwarwubatsi
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Kagano,Uwintyabire
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mujuga,Gahande
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mujuga,Gasasa
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mujuga,Mujuga
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mujuga,Mukaka
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mujuga,Rwufe
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mujuga,Uwinka
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mukungu,Gahira
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mukungu,Gatare
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mukungu,Karambi
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mukungu,Uwicurangiro
SOUTHERN PROVINCE,Nyamagabe,Kitabi,Mukungu,Uwurunazi
SOUTHERN PROVINCE,Nyamagabe,Mbazi,Mutiwingoma,Gatwa
SOUTHERN PROVINCE,Nyamagabe,Mbazi,Mutiwingoma,Nyamirama
SOUTHERN PROVINCE,Nyamagabe,Mbazi,Ngambi,Maheresho
SOUTHERN PROVINCE,Nyamagabe,Mbazi,Ngara,Gasharu
SOUTHERN PROVINCE,Nyamagabe,Mbazi,Ngara,Gisiza
SOUTHERN PROVINCE,Nyamagabe,Mugano,Gitwa,Kabuhoro
SOUTHERN PROVINCE,Nyamagabe,Mugano,Gitwa,I
SOUTHERN PROVINCE,Nyamagabe,Mugano,Gitwa,Rutabo
SOUTHERN PROVINCE,Nyamagabe,Mugano,Ruhinga,Karambi
SOUTHERN PROVINCE,Nyamagabe,Mugano,Sovu,Kigarama
SOUTHERN PROVINCE,Nyamagabe,Mugano,Sovu,Nziranziza
SOUTHERN PROVINCE,Nyamagabe,Mugano,Sovu,I
SOUTHERN PROVINCE,Nyamagabe,Mugano,Suti,Gasiza
SOUTHERN PROVINCE,Nyamagabe,Mugano,Suti,Turyango
SOUTHERN PROVINCE,Nyamagabe,Musange,Gasave,Gasura
SOUTHERN PROVINCE,Nyamagabe,Musange,Gasave,Murambi
SOUTHERN PROVINCE,Nyamagabe,Musange,Gasave,Nyakabuye
SOUTHERN PROVINCE,Nyamagabe,Musange,Jenda,Kabakannyi
SOUTHERN PROVINCE,Nyamagabe,Musange,Jenda,Kavumu
SOUTHERN PROVINCE,Nyamagabe,Musange,Jenda,Kayogoro
SOUTHERN PROVINCE,Nyamagabe,Musange,Jenda,Nyakibungo
SOUTHERN PROVINCE,Nyamagabe,Musange,Jenda,Nyakirambi
SOUTHERN PROVINCE,Nyamagabe,Musange,Masagara,Cyabasana
SOUTHERN PROVINCE,Nyamagabe,Musange,Masagara,Mutakara
SOUTHERN PROVINCE,Nyamagabe,Musange,Masangano,Gasagara
SOUTHERN PROVINCE,Nyamagabe,Musange,Masangano,Mubuga
SOUTHERN PROVINCE,Nyamagabe,Musange,Masangano,Nyakabuye
SOUTHERN PROVINCE,Nyamagabe,Musange,Masangano,Rutuntu
SOUTHERN PROVINCE,Nyamagabe,Musange,Nyagisozi,Kibaga
SOUTHERN PROVINCE,Nyamagabe,Musange,Nyagisozi,Ruhuga
SOUTHERN PROVINCE,Nyamagabe,Musange,Nyagisozi,Uwabarashi
SOUTHERN PROVINCE,Nyamagabe,Musebeya,Gatovu,Kanyiranzoga
SOUTHERN PROVINCE,Nyamagabe,Musebeya,Gatovu,Ryanyakayaga
SOUTHERN PROVINCE,Nyamagabe,Musebeya,Rugano,Busanza
SOUTHERN PROVINCE,Nyamagabe,Musebeya,Runege,Bitaba
SOUTHERN PROVINCE,Nyamagabe,Musebeya,Runege,Gakereko
SOUTHERN PROVINCE,Nyamagabe,Musebeya,Rusekera,Rebero
SOUTHERN PROVINCE,Nyamagabe,Musebeya,Sekera,Nyaruhura
SOUTHERN PROVINCE,Nyamagabe,Musebeya,Sekera,Rugazi
SOUTHERN PROVINCE,Nyamagabe,Mushubi,Buteteri,Kizanganya
SOUTHERN PROVINCE,Nyamagabe,Mushubi,Buteteri,Remera
SOUTHERN PROVINCE,Nyamagabe,Mushubi,Cyobe,Rutoyi
SOUTHERN PROVINCE,Nyamagabe,Mushubi,Gashwati,Bweramana
SOUTHERN PROVINCE,Nyamagabe,Mushubi,Gashwati,Gashwati
SOUTHERN PROVINCE,Nyamagabe,Mushubi,Gashwati,Mushubi
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Bitandara,Buhanzi
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Bitandara,Rugeyo
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Musaraba,Gatorove
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Musaraba,Gihunga
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Musaraba,Kimbogo
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Musaraba,Musaraba
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Musaraba,Rusoyo
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Musaraba,Rwimpiri
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Mutengeri,Gihwahwa
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Mutengeri,Mutengeri
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Nkomane,Mugari
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Nyarwungo,Bisharara
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Nyarwungo,Rutoyi
SOUTHERN PROVINCE,Nyamagabe,Nkomane,Twiya,Twiya
SOUTHERN PROVINCE,Nyamagabe,Tare,Gasarenda,Kagarama
SOUTHERN PROVINCE,Nyamagabe,Tare,Gasarenda,Murangara
SOUTHERN PROVINCE,Nyamagabe,Tare,Gasarenda,Muse
SOUTHERN PROVINCE,Nyamagabe,Tare,Gatovu,Gasenge
SOUTHERN PROVINCE,Nyamagabe,Tare,Gatovu,Kigusa
SOUTHERN PROVINCE,Nyamagabe,Tare,Gatovu,Muhati
SOUTHERN PROVINCE,Nyamagabe,Tare,Kaganza,Buremera
SOUTHERN PROVINCE,Nyamagabe,Tare,Kaganza,Cyimicanga
SOUTHERN PROVINCE,Nyamagabe,Tare,Nkumbure,Bireka
SOUTHERN PROVINCE,Nyamagabe,Tare,Nkumbure,Kibwije
SOUTHERN PROVINCE,Nyamagabe,Tare,Nkumbure,Muhumo
SOUTHERN PROVINCE,Nyamagabe,Tare,Nkumbure,Rugeti
SOUTHERN PROVINCE,Nyamagabe,Tare,Nkumbure,Rukereko
SOUTHERN PROVINCE,Nyamagabe,Tare,Nkumbure,Vumwe
SOUTHERN PROVINCE,Nyamagabe,Tare,Nyamigina,Gakoma
SOUTHERN PROVINCE,Nyamagabe,Tare,Nyamigina,Nyarugeti
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Bigumira,Bigumira
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Bigumira,Cyumuganza
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Bigumira,Gakoko
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Gahira,Bunyunyu
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Gahira,Kibugazi
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Gahira,Kunyu
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Gahira,Uwinkingi
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Kibyagira,Bishya
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Kibyagira,Cyumuganza
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Kibyagira,Kabuga
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Kibyagira,Sabake
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Kibyagira,Sekera
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Mudasomwa,Rushubi
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Munyege,Gahango
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Munyege,Kanyampongo
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Munyege,Kimina
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Munyege,Munyege
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Munyege,Nyarurambi
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Rugogwe,Munini
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Rugogwe,Nyamugari
SOUTHERN PROVINCE,Nyamagabe,Uwinkingi,Rugogwe,Rugeti
SOUTHERN PROVINCE,Ruhango,Bweramana,Buhanda,Gakongoro
SOUTHERN PROVINCE,Ruhango,Bweramana,Gitisi,Kabugusu
SOUTHERN PROVINCE,Ruhango,Bweramana,Gitisi,Nyamaraba
SOUTHERN PROVINCE,Ruhango,Bweramana,Murama,Gasharu
SOUTHERN PROVINCE,Ruhango,Bweramana,Murama,Karambo
SOUTHERN PROVINCE,Ruhango,Bweramana,Murama,Karutsindo
SOUTHERN PROVINCE,Ruhango,Bweramana,Murama,Rusororo
SOUTHERN PROVINCE,Ruhango,Bweramana,Rubona,Birambo
SOUTHERN PROVINCE,Ruhango,Bweramana,Rubona,Masambu
SOUTHERN PROVINCE,Ruhango,Bweramana,Rubona,Nyagasozi
SOUTHERN PROVINCE,Ruhango,Bweramana,Rwinyana,Nyarubuye
SOUTHERN PROVINCE,Ruhango,Bweramana,Rwinyana,Rugogwe
SOUTHERN PROVINCE,Ruhango,Byimana,Kamusenyi,Gakomeye
SOUTHERN PROVINCE,Ruhango,Byimana,Kamusenyi,Gakurazo
SOUTHERN PROVINCE,Ruhango,Byimana,Kamusenyi,Gitanga
SOUTHERN PROVINCE,Ruhango,Byimana,Kirengeri,Gatoki
SOUTHERN PROVINCE,Ruhango,Byimana,Kirengeri,Kirengeri
SOUTHERN PROVINCE,Ruhango,Byimana,Kirengeri,Nyabizenga
SOUTHERN PROVINCE,Ruhango,Byimana,Mahembe,Kavumu
SOUTHERN PROVINCE,Ruhango,Byimana,Mahembe,Muhororo
SOUTHERN PROVINCE,Ruhango,Byimana,Mahembe,Mutobo
SOUTHERN PROVINCE,Ruhango,Byimana,Mpanda,Gitega
SOUTHERN PROVINCE,Ruhango,Byimana,Mpanda,Kanyarira
SOUTHERN PROVINCE,Ruhango,Byimana,Muhororo,Bukomero
SOUTHERN PROVINCE,Ruhango,Byimana,Muhororo,Karenge
SOUTHERN PROVINCE,Ruhango,Byimana,Muhororo,Remera
SOUTHERN PROVINCE,Ruhango,Byimana,Ntenyo,Bugarura
SOUTHERN PROVINCE,Ruhango,Byimana,Ntenyo,Kageyo
SOUTHERN PROVINCE,Ruhango,Byimana,Ntenyo,Ntenyo
SOUTHERN PROVINCE,Ruhango,Byimana,Nyakabuye,Gasasa
SOUTHERN PROVINCE,Ruhango,Byimana,Nyakabuye,Kizibaziba
SOUTHERN PROVINCE,Ruhango,Byimana,Nyakabuye,Ndago
SOUTHERN PROVINCE,Ruhango,Byimana,Nyakabuye,Nyarubumbiro
SOUTHERN PROVINCE,Ruhango,Kabagali,Bihembe,Bihembe
SOUTHERN PROVINCE,Ruhango,Kabagali,Bihembe,Kirwa
SOUTHERN PROVINCE,Ruhango,Kabagali,Karambi,Kashyamba
SOUTHERN PROVINCE,Ruhango,Kabagali,Munanira,Kagitare
SOUTHERN PROVINCE,Ruhango,Kabagali,Munanira,Munanira
SOUTHERN PROVINCE,Ruhango,Kabagali,Munanira,Muremera
SOUTHERN PROVINCE,Ruhango,Kabagali,Munanira,Musekera
SOUTHERN PROVINCE,Ruhango,Kabagali,Remera,Muhororo
SOUTHERN PROVINCE,Ruhango,Kabagali,Remera,Rwankuba
